age,annual_income,monthly_expenses,savings,existing_loan,loan_amount,credit_score,investment_experience,risk_tolerance,dependents,employment_type,emergency_fund_months,investment_goal,monthly_surplus,debt_to_income_ratio,recommendation
26,1640616,113636,652461,Yes,826757,864,Intermediate,Medium,4,Salaried,7,House,23082,0.5,Avoid Loan
49,327775,17194,1935252,No,0,608,Expert,High,4,Salaried,9,Education,10120,0.0,Save
32,2073497,33196,455178,No,0,733,Expert,High,2,Self-Employed,12,Education,139595,0.0,Invest
53,576941,27355,188061,No,0,687,Expert,Medium,5,Salaried,4,House,20723,0.0,Save
46,2793533,147072,1130547,No,0,466,Beginner,Medium,0,Salaried,11,Wealth Creation,85722,0.0,Avoid Loan
33,2822404,157802,1844622,Yes,1190042,787,Intermediate,High,0,Salaried,10,Education,77398,0.42,Save
36,1334006,95637,917720,Yes,627612,536,Intermediate,Medium,4,Self-Employed,4,Education,15530,0.47,Avoid Loan
44,2309325,68998,2111961,Yes,259198,601,Beginner,High,0,Business,3,House,123445,0.11,Save
24,2236122,31982,1891680,Yes,1909220,502,Intermediate,High,4,Salaried,0,House,154361,0.85,Avoid Loan
44,2054856,86678,1960155,Yes,1890041,646,Beginner,High,4,Salaried,0,House,84560,0.92,Avoid Loan
56,1288072,25715,255531,Yes,149523,376,Intermediate,Medium,5,Self-Employed,0,Retirement,81624,0.12,Avoid Loan
37,2342764,168739,254146,No,0,569,Intermediate,Medium,3,Salaried,2,House,26491,0.0,Avoid Loan
46,879617,22712,1350171,Yes,1646934,566,Beginner,Low,2,Business,10,Wealth Creation,50589,1.87,Avoid Loan
36,1962708,145789,532777,No,0,683,Beginner,Medium,5,Salaried,10,Education,17770,0.0,Save
41,2645195,23199,1196954,Yes,2221697,628,Intermediate,Medium,3,Salaried,6,House,197233,0.84,Avoid Loan
26,480287,20296,496199,No,0,635,Intermediate,Low,5,Business,9,Wealth Creation,19727,0.0,Save
58,2003825,148237,571873,Yes,1579666,404,Beginner,Low,4,Salaried,9,Retirement,18748,0.79,Avoid Loan
47,1739111,31534,2483904,No,0,731,Beginner,Medium,4,Self-Employed,1,House,113391,0.0,Save
50,1814371,131732,1907235,No,0,415,Beginner,Low,0,Self-Employed,9,Retirement,19465,0.0,Avoid Loan
35,2272969,47096,1147886,No,0,884,Beginner,Low,5,Business,12,Retirement,142318,0.0,Invest
37,2028624,46008,1724261,Yes,1133544,736,Intermediate,Medium,0,Business,3,House,123044,0.56,Avoid Loan
59,360280,17762,2343796,Yes,288495,468,Intermediate,Low,3,Business,6,Wealth Creation,12261,0.8,Avoid Loan
42,450226,28674,69976,Yes,2487064,784,Intermediate,Low,2,Business,8,House,8844,5.52,Avoid Loan
57,255170,16298,1328466,Yes,1998759,412,Beginner,High,1,Salaried,2,Retirement,4966,7.83,Avoid Loan
35,1165366,75966,2203445,Yes,309534,488,Beginner,Medium,2,Salaried,6,Education,21147,0.27,Avoid Loan
24,1440540,34580,1369077,No,0,477,Intermediate,Low,0,Business,5,Wealth Creation,85465,0.0,Avoid Loan
35,846299,43174,491739,No,0,404,Intermediate,Low,2,Self-Employed,10,Wealth Creation,27350,0.0,Avoid Loan
51,1423985,52720,2299724,Yes,272321,732,Beginner,Medium,3,Self-Employed,11,House,65945,0.19,Invest
60,1961658,39658,1258715,Yes,262648,640,Beginner,High,5,Self-Employed,3,Wealth Creation,123813,0.13,Save
39,1423148,58796,214972,Yes,863241,811,Beginner,Medium,1,Self-Employed,9,Education,59799,0.61,Avoid Loan
27,363587,22465,2041774,No,0,537,Beginner,Medium,1,Self-Employed,3,Wealth Creation,7833,0.0,Avoid Loan
52,742731,41478,1651852,Yes,2212474,680,Beginner,Low,1,Self-Employed,3,Wealth Creation,20416,2.98,Avoid Loan
27,767901,22307,1779643,No,0,588,Beginner,Medium,3,Self-Employed,2,Education,41684,0.0,Avoid Loan
49,2914541,207806,1924901,No,0,415,Beginner,High,2,Self-Employed,7,House,35072,0.0,Avoid Loan
36,1822440,93000,1832850,No,0,546,Beginner,Medium,4,Business,0,House,58870,0.0,Avoid Loan
23,2977089,82393,1222652,Yes,758818,456,Expert,Low,3,Self-Employed,1,House,165697,0.25,Avoid Loan
26,1598266,88201,1296484,Yes,1953777,847,Intermediate,Medium,4,Business,2,Retirement,44987,1.22,Avoid Loan
34,604612,22506,2199971,Yes,2180481,522,Intermediate,Medium,5,Self-Employed,0,Retirement,27878,3.61,Avoid Loan
54,1909117,33262,245591,Yes,2103121,755,Beginner,Low,0,Salaried,2,Education,125831,1.1,Avoid Loan
21,1725522,114763,1389564,No,0,426,Beginner,Low,4,Business,9,Wealth Creation,29030,0.0,Avoid Loan
55,1271847,66411,2049291,No,0,900,Intermediate,Low,4,Business,4,House,39576,0.0,Save
39,2434220,165376,1577111,Yes,903482,456,Intermediate,Low,4,Salaried,10,Wealth Creation,37475,0.37,Avoid Loan
39,2352373,151654,1711517,No,0,390,Intermediate,Low,4,Salaried,4,Retirement,44377,0.0,Avoid Loan
58,2725065,90601,481064,No,0,861,Expert,High,5,Salaried,12,Retirement,136487,0.0,Invest
53,2167099,115939,533791,Yes,75122,379,Intermediate,Medium,3,Business,5,Retirement,64652,0.03,Avoid Loan
40,657581,21608,267170,Yes,796442,714,Beginner,Low,0,Business,0,House,33190,1.21,Avoid Loan
60,2032382,124273,1372117,Yes,556113,495,Intermediate,Low,4,Business,12,Education,45092,0.27,Avoid Loan
34,1494431,111870,949643,No,0,671,Beginner,Medium,4,Salaried,3,House,12665,0.0,Save
51,487969,33778,2414368,Yes,1305109,535,Beginner,Medium,3,Business,4,Education,6886,2.67,Avoid Loan
21,2559913,26699,2296609,No,0,597,Expert,High,3,Self-Employed,6,Education,186627,0.0,Avoid Loan
56,2666261,109872,577734,Yes,380894,456,Beginner,Medium,2,Business,10,Wealth Creation,112316,0.14,Avoid Loan
58,938962,44801,337050,Yes,271373,440,Intermediate,Medium,1,Self-Employed,7,Retirement,33445,0.29,Avoid Loan
24,2079738,15734,691045,No,0,878,Intermediate,Medium,0,Self-Employed,9,House,157577,0.0,Invest
30,1555996,23246,978326,No,0,895,Intermediate,High,0,Salaried,6,Wealth Creation,106420,0.0,Invest
27,268313,16395,89482,No,0,513,Intermediate,Low,3,Self-Employed,3,House,5964,0.0,Avoid Loan
45,485920,17023,2049673,No,0,452,Beginner,High,3,Salaried,9,House,23470,0.0,Avoid Loan
56,736985,45143,268809,No,0,768,Beginner,Medium,5,Salaried,4,House,16272,0.0,Save
29,271344,19987,1156848,Yes,1642942,725,Intermediate,Low,2,Self-Employed,1,House,2625,6.05,Avoid Loan
34,847066,32143,2047324,Yes,946176,739,Beginner,Medium,0,Self-Employed,11,Retirement,38445,1.12,Avoid Loan
48,1860856,122462,724070,Yes,344044,398,Intermediate,High,1,Salaried,4,Retirement,32609,0.18,Avoid Loan
24,2555453,154273,266775,No,0,666,Beginner,Low,2,Business,12,Education,58681,0.0,Save
42,1377911,91484,2364800,Yes,2499866,889,Beginner,Low,0,Self-Employed,8,Education,23341,1.81,Avoid Loan
51,508004,37275,2211942,No,0,388,Intermediate,Low,4,Self-Employed,6,Wealth Creation,5058,0.0,Avoid Loan
55,2459282,118632,532717,Yes,685600,735,Intermediate,High,2,Salaried,7,Education,86308,0.28,Invest
56,2004606,93072,1360475,No,0,472,Expert,Medium,5,Business,3,House,73978,0.0,Avoid Loan
32,2281121,23578,1596814,No,0,775,Expert,High,1,Business,9,Wealth Creation,166515,0.0,Invest
41,492528,17457,1428472,Yes,2322028,775,Beginner,High,2,Self-Employed,6,House,23587,4.71,Avoid Loan
39,2809021,159461,377545,Yes,2214306,436,Beginner,Medium,3,Self-Employed,4,Education,74624,0.79,Avoid Loan
38,1251473,89661,1807627,Yes,304505,636,Intermediate,Medium,0,Business,9,Education,14628,0.24,Save
21,2594532,91763,1295624,No,0,504,Intermediate,High,2,Self-Employed,6,Wealth Creation,124448,0.0,Avoid Loan
48,2148646,103966,830909,Yes,1762955,769,Intermediate,Medium,1,Salaried,2,Wealth Creation,75087,0.82,Avoid Loan
60,1625622,100605,135004,No,0,593,Intermediate,High,2,Salaried,8,Wealth Creation,34863,0.0,Avoid Loan
24,625234,26998,1918872,Yes,1292781,599,Expert,High,0,Business,7,Retirement,25104,2.07,Avoid Loan
34,349915,17018,473626,Yes,2177349,641,Beginner,Medium,4,Salaried,1,Retirement,12141,6.22,Avoid Loan
53,1668628,124772,1395334,Yes,1585849,869,Expert,Low,2,Self-Employed,1,House,14280,0.95,Avoid Loan
36,2606359,99138,1003844,No,0,892,Expert,Low,4,Business,5,Wealth Creation,118058,0.0,Save
33,1728238,56825,977069,No,0,540,Beginner,Medium,5,Business,11,Retirement,87194,0.0,Avoid Loan
58,509911,33165,37075,Yes,116767,848,Intermediate,Medium,0,Salaried,10,House,9327,0.23,Avoid Loan
54,2858436,129564,368237,No,0,759,Intermediate,Low,2,Salaried,1,Education,108639,0.0,Save
39,973110,26215,289431,No,0,403,Beginner,High,1,Self-Employed,8,House,54877,0.0,Avoid Loan
53,1265362,68713,445904,No,0,492,Beginner,High,5,Salaried,12,Wealth Creation,36733,0.0,Avoid Loan
35,2664878,169706,316013,No,0,619,Beginner,Medium,4,Business,11,Retirement,52367,0.0,Save
57,1440674,33646,1088627,Yes,590429,658,Intermediate,Low,3,Business,1,Wealth Creation,86410,0.41,Save
29,1835478,104737,771177,Yes,2077579,517,Beginner,Low,3,Salaried,10,Education,48219,1.13,Avoid Loan
46,2705524,149484,521270,No,0,581,Beginner,Low,5,Self-Employed,12,Education,75976,0.0,Avoid Loan
48,350419,15451,201179,Yes,2483203,539,Expert,Medium,2,Self-Employed,4,Retirement,13750,7.09,Avoid Loan
43,435377,30137,1258755,Yes,1375555,715,Expert,High,3,Salaried,5,Wealth Creation,6144,3.16,Avoid Loan
32,1998199,109469,1524024,Yes,2073195,794,Beginner,High,1,Business,0,Education,57047,1.04,Avoid Loan
60,1918713,53739,1356230,No,0,369,Beginner,High,3,Salaried,9,Education,106153,0.0,Avoid Loan
42,1954844,71362,1704985,Yes,1670854,777,Beginner,Medium,4,Salaried,1,Retirement,91541,0.85,Avoid Loan
27,2108350,58482,178651,No,0,866,Intermediate,Low,1,Self-Employed,6,Retirement,117213,0.0,Save
44,1755706,60544,416166,Yes,2236845,394,Intermediate,High,2,Self-Employed,6,Education,85764,1.27,Avoid Loan
39,1469915,89650,1712161,No,0,401,Expert,Medium,2,Salaried,2,House,32842,0.0,Avoid Loan
60,1538006,114980,1178460,No,0,869,Beginner,Medium,4,Business,3,Wealth Creation,13187,0.0,Save
46,1706531,67024,1368909,No,0,867,Beginner,Medium,3,Business,7,Education,75186,0.0,Invest
38,1360936,90996,1576701,No,0,451,Beginner,Low,2,Salaried,1,Retirement,22415,0.0,Avoid Loan
26,2179843,125730,722258,Yes,523884,395,Beginner,High,5,Salaried,12,Retirement,55923,0.24,Avoid Loan
28,2165409,89288,1791315,No,0,554,Beginner,High,1,Business,8,House,91162,0.0,Avoid Loan
25,2736293,88592,539585,Yes,2001040,431,Intermediate,Low,4,Salaried,10,Education,139432,0.73,Avoid Loan
59,1431712,98792,1339847,No,0,469,Intermediate,Medium,2,Salaried,2,Education,20517,0.0,Avoid Loan
26,2807017,191055,607617,Yes,2390463,665,Intermediate,Medium,0,Salaried,0,Education,42863,0.85,Avoid Loan
45,2146492,24281,611627,Yes,1615069,671,Intermediate,Medium,2,Self-Employed,11,House,154593,0.75,Avoid Loan
35,1981960,48557,400778,No,0,644,Intermediate,Low,4,Business,6,House,116606,0.0,Save
60,2683901,196023,431113,Yes,1541774,748,Intermediate,Medium,0,Self-Employed,0,Retirement,27635,0.57,Avoid Loan
49,1896633,118638,61255,No,0,886,Expert,High,1,Self-Employed,7,Education,39414,0.0,Save
31,2668427,171389,1006588,Yes,1427317,458,Intermediate,High,4,Salaried,2,Retirement,50979,0.53,Avoid Loan
41,2348269,146806,1357582,Yes,2455059,670,Intermediate,Medium,4,Self-Employed,8,House,48883,1.05,Avoid Loan
50,326768,19850,2048446,Yes,2150549,625,Expert,High,0,Self-Employed,12,Retirement,7380,6.58,Avoid Loan
43,1702086,16467,834336,Yes,1887404,621,Beginner,Medium,3,Business,5,House,125373,1.11,Avoid Loan
39,1752387,104704,2186311,Yes,509245,762,Beginner,High,4,Salaried,10,House,41328,0.29,Invest
23,1141205,48298,1885708,No,0,748,Beginner,High,3,Self-Employed,7,Retirement,46802,0.0,Invest
53,2343653,50894,656213,Yes,1583963,696,Beginner,High,4,Salaried,3,Retirement,144410,0.68,Avoid Loan
58,1550220,18869,130110,Yes,2420706,722,Beginner,Low,3,Business,11,Wealth Creation,110316,1.56,Avoid Loan
37,1289683,84855,2119993,No,0,491,Intermediate,High,5,Salaried,1,Education,22618,0.0,Avoid Loan
47,1810672,113302,2438192,No,0,528,Expert,High,2,Self-Employed,10,Education,37587,0.0,Avoid Loan
48,2509264,22941,1263031,No,0,543,Intermediate,Medium,0,Salaried,8,House,186164,0.0,Avoid Loan
29,1244561,69988,518857,Yes,2480789,705,Beginner,High,0,Business,0,House,33725,1.99,Avoid Loan
27,440821,15229,2421259,Yes,2295158,468,Expert,Low,3,Salaried,3,Wealth Creation,21506,5.21,Avoid Loan
46,844935,40899,1465656,No,0,840,Expert,Low,5,Business,0,House,29512,0.0,Save
53,1275169,75258,2348993,Yes,894038,733,Intermediate,High,4,Self-Employed,12,Education,31006,0.7,Avoid Loan
60,2478210,46123,1776880,Yes,460973,583,Intermediate,Low,5,Self-Employed,11,Retirement,160394,0.19,Avoid Loan
24,2965830,38326,1714136,Yes,1396042,660,Beginner,High,3,Business,6,House,208826,0.47,Avoid Loan
23,408133,18660,1065414,Yes,1137686,375,Beginner,Medium,3,Self-Employed,4,Wealth Creation,15351,2.79,Avoid Loan
44,847417,20094,1307108,Yes,785818,647,Beginner,Medium,3,Salaried,11,Education,50524,0.93,Avoid Loan
45,2200421,153945,895712,No,0,780,Intermediate,Medium,2,Business,8,Education,29423,0.0,Invest
23,269058,19688,2162829,No,0,894,Beginner,Medium,1,Self-Employed,4,Education,2733,0.0,Save
37,1757099,51612,1316137,Yes,1972290,404,Expert,High,5,Salaried,1,House,94812,1.12,Avoid Loan
58,2104205,138390,647181,Yes,241101,835,Beginner,Medium,0,Self-Employed,6,Education,36960,0.11,Invest
36,1147260,26839,1320828,No,0,896,Expert,Low,2,Business,9,Retirement,68766,0.0,Invest
50,523351,27122,1864501,Yes,382747,747,Beginner,Low,4,Self-Employed,9,Retirement,16490,0.73,Avoid Loan
34,1004209,45181,308237,Yes,1814818,761,Beginner,High,0,Business,9,House,38503,1.81,Avoid Loan
57,1300524,93644,1124986,Yes,2495372,433,Expert,Low,1,Salaried,5,Education,14733,1.92,Avoid Loan
29,1972348,89109,1358544,No,0,729,Beginner,Low,0,Business,9,Wealth Creation,75253,0.0,Invest
53,646190,20340,1516056,No,0,775,Intermediate,High,3,Business,0,House,33509,0.0,Save
43,709158,25012,162501,No,0,422,Beginner,High,5,Self-Employed,6,House,34084,0.0,Avoid Loan
39,2726200,72922,1704189,Yes,204217,829,Expert,High,3,Salaried,10,House,154261,0.07,Invest
44,1026158,37139,125013,Yes,411398,734,Expert,Low,2,Self-Employed,8,Education,48374,0.4,Save
45,1704131,75947,2476600,No,0,496,Intermediate,Low,5,Business,10,Retirement,66063,0.0,Avoid Loan
25,254007,18493,2073408,Yes,1306097,596,Intermediate,Low,5,Self-Employed,9,House,2674,5.14,Avoid Loan
32,1502989,109998,2149068,Yes,246853,861,Expert,Medium,5,Self-Employed,9,House,15251,0.16,Save
22,1245940,70790,1985730,Yes,459803,622,Intermediate,Low,1,Salaried,7,House,33038,0.37,Save
31,1445472,61982,543147,Yes,1050985,446,Beginner,Medium,1,Business,3,Wealth Creation,58474,0.73,Avoid Loan
59,2026560,65360,1217429,No,0,820,Expert,Medium,0,Salaried,12,Wealth Creation,103520,0.0,Invest
38,2712007,164820,2296447,No,0,623,Expert,Low,1,Salaried,10,Retirement,61180,0.0,Save
47,2307631,167040,1254753,No,0,605,Beginner,High,3,Self-Employed,1,Retirement,25262,0.0,Save
53,1138073,54964,627452,Yes,738652,751,Intermediate,Low,2,Salaried,4,House,39875,0.65,Avoid Loan
60,1588480,104547,382869,Yes,1207939,762,Beginner,High,0,Salaried,2,House,27826,0.76,Avoid Loan
28,2322230,101825,2101800,Yes,2425538,387,Intermediate,Medium,3,Self-Employed,5,House,91694,1.04,Avoid Loan
38,2227894,43312,1138849,Yes,1289502,716,Expert,Medium,1,Business,0,Education,142345,0.58,Avoid Loan
28,2507178,58005,357844,Yes,2241630,884,Beginner,Medium,0,Business,10,Retirement,150926,0.89,Avoid Loan
29,2617134,18631,1587383,No,0,535,Expert,Low,3,Salaried,12,Retirement,199463,0.0,Avoid Loan
30,1938355,111667,428924,Yes,575342,834,Expert,Low,5,Salaried,10,House,49862,0.3,Save
27,344954,23586,1544316,Yes,1881103,366,Expert,Low,2,Salaried,3,Education,5160,5.45,Avoid Loan
31,2681221,49395,1025548,Yes,2207983,622,Expert,Low,1,Business,10,House,174040,0.82,Avoid Loan
41,2268916,127346,1296125,No,0,416,Beginner,Medium,3,Business,2,Wealth Creation,61730,0.0,Avoid Loan
29,2292695,44350,355024,No,0,723,Expert,Low,1,Salaried,0,Wealth Creation,146707,0.0,Save
34,1931529,50970,1215360,Yes,659651,528,Expert,Low,1,Self-Employed,4,Wealth Creation,109990,0.34,Avoid Loan
46,551061,26599,64674,No,0,555,Expert,Low,1,Salaried,9,House,19322,0.0,Avoid Loan
33,1296126,72945,159652,Yes,927356,561,Intermediate,Medium,1,Self-Employed,11,Retirement,35065,0.72,Avoid Loan
42,1711937,85632,171472,No,0,505,Intermediate,Low,2,Self-Employed,6,Retirement,57029,0.0,Avoid Loan
42,2929615,30081,654093,Yes,178056,421,Intermediate,Medium,0,Business,2,House,214053,0.06,Avoid Loan
23,2561787,116382,1521857,Yes,179619,693,Intermediate,Low,2,Salaried,6,Retirement,97100,0.07,Save
56,2595667,64279,205398,Yes,78599,450,Intermediate,High,5,Salaried,0,Wealth Creation,152026,0.03,Avoid Loan
38,2746197,168305,779160,Yes,856813,781,Intermediate,Medium,3,Salaried,6,Retirement,60544,0.31,Save
56,2650584,32049,2258191,Yes,2075851,866,Beginner,Low,5,Salaried,10,Retirement,188833,0.78,Avoid Loan
24,2203269,104435,1935110,No,0,492,Beginner,Medium,0,Business,2,House,79170,0.0,Avoid Loan
54,2867310,64623,560992,Yes,429638,678,Beginner,Low,3,Business,11,Wealth Creation,174319,0.15,Save
60,1354860,91091,2134467,No,0,816,Beginner,Medium,4,Salaried,12,Retirement,21814,0.0,Save
49,2029151,130996,1527745,Yes,106790,479,Intermediate,High,4,Salaried,4,Retirement,38099,0.05,Avoid Loan
25,2356916,121596,254088,No,0,563,Expert,High,3,Business,4,Education,74813,0.0,Avoid Loan
22,2200179,52206,2182903,Yes,2284455,894,Expert,Low,2,Self-Employed,8,House,131142,1.04,Avoid Loan
34,2769693,203842,1806351,Yes,466741,418,Intermediate,High,1,Business,12,Education,26965,0.17,Avoid Loan
44,1663580,27217,1733635,No,0,387,Intermediate,Medium,5,Self-Employed,3,House,111414,0.0,Avoid Loan
35,399340,29365,1916589,Yes,1213400,450,Beginner,Medium,0,Self-Employed,2,Retirement,3913,3.04,Avoid Loan
58,817090,37336,919419,Yes,1695428,615,Beginner,Medium,0,Self-Employed,9,Wealth Creation,30754,2.07,Avoid Loan
23,973720,34003,673118,No,0,474,Beginner,Medium,3,Self-Employed,5,Retirement,47140,0.0,Avoid Loan
48,2256126,125778,571483,No,0,858,Intermediate,Low,5,Business,3,Retirement,62232,0.0,Save
53,1340478,85429,854132,No,0,419,Intermediate,Low,2,Salaried,0,Education,26277,0.0,Avoid Loan
31,2329354,130227,2163374,No,0,459,Beginner,High,5,Self-Employed,1,Retirement,63885,0.0,Avoid Loan
31,780648,54845,1402055,No,0,750,Beginner,High,1,Business,7,Wealth Creation,10209,0.0,Save
37,609634,43281,1441028,Yes,1720147,850,Expert,Medium,0,Business,1,Retirement,7521,2.82,Avoid Loan
31,1220209,50204,2019242,No,0,668,Beginner,Medium,3,Business,5,Wealth Creation,51480,0.0,Save
29,259620,18830,1369855,No,0,516,Beginner,Medium,1,Self-Employed,5,Wealth Creation,2805,0.0,Avoid Loan
21,535632,23461,2123435,No,0,501,Beginner,Medium,1,Self-Employed,12,Education,21175,0.0,Avoid Loan
41,644787,39266,1224072,No,0,652,Intermediate,Low,2,Self-Employed,6,Retirement,14466,0.0,Save
41,2425313,120388,781284,No,0,365,Beginner,Low,5,Salaried,3,Education,81721,0.0,Avoid Loan
54,1518548,17729,1602579,No,0,667,Intermediate,Low,3,Business,2,Education,108816,0.0,Save
58,624656,34887,615345,No,0,814,Beginner,Medium,3,Self-Employed,1,House,17167,0.0,Save
45,1223368,62569,534286,No,0,494,Expert,High,5,Salaried,4,Education,39378,0.0,Avoid Loan
33,1086272,80013,1491252,No,0,728,Beginner,Low,0,Business,7,House,10509,0.0,Save
55,803040,30378,637781,No,0,520,Beginner,High,3,Salaried,3,Retirement,36542,0.0,Avoid Loan
39,1332299,67403,1255010,No,0,494,Intermediate,Medium,0,Self-Employed,1,Education,43621,0.0,Avoid Loan
52,2577104,68482,162843,No,0,591,Intermediate,Low,5,Business,7,Retirement,146276,0.0,Avoid Loan
52,2173510,96555,1779127,Yes,212942,368,Intermediate,Low,1,Self-Employed,11,House,84570,0.1,Avoid Loan
52,673927,18452,891716,No,0,885,Intermediate,Low,0,Business,8,Education,37708,0.0,Invest
21,2511259,95332,1111372,No,0,761,Beginner,Low,2,Business,5,Education,113939,0.0,Save
48,844609,41486,833255,No,0,414,Beginner,Low,1,Salaried,9,Education,28898,0.0,Avoid Loan
40,2545202,35579,827518,No,0,630,Intermediate,High,4,Salaried,1,Retirement,176521,0.0,Save
28,2928103,198688,2165546,Yes,231834,401,Expert,Low,1,Self-Employed,12,Education,45320,0.08,Avoid Loan
27,2690698,131305,174064,No,0,734,Beginner,Low,4,Salaried,11,House,92919,0.0,Save
30,1193682,85166,2307779,Yes,970584,494,Intermediate,Medium,1,Self-Employed,2,Wealth Creation,14307,0.81,Avoid Loan
37,408415,19278,62177,No,0,805,Intermediate,Medium,1,Business,7,Wealth Creation,14756,0.0,Save
47,1820654,80369,1041410,No,0,624,Expert,Medium,2,Self-Employed,8,Retirement,71352,0.0,Save
49,2832708,187375,1778667,Yes,1513233,418,Beginner,Medium,4,Business,4,Education,48684,0.53,Avoid Loan
24,932886,51374,1321721,No,0,727,Beginner,High,1,Business,1,Education,26366,0.0,Save
42,969863,23448,2031623,No,0,782,Intermediate,Low,3,Salaried,5,Education,57373,0.0,Save
34,981989,49462,306124,Yes,2284348,670,Beginner,Low,3,Self-Employed,0,Education,32370,2.33,Avoid Loan
36,1778451,42208,1137394,No,0,673,Intermediate,Low,5,Self-Employed,11,Wealth Creation,105996,0.0,Save
25,893796,53849,177159,No,0,838,Expert,Low,4,Self-Employed,8,Education,20634,0.0,Save
29,1257685,30075,1568184,Yes,375295,547,Intermediate,High,5,Self-Employed,11,Wealth Creation,74732,0.3,Avoid Loan
60,869718,33679,709805,Yes,2479858,516,Beginner,High,2,Business,2,Education,38797,2.85,Avoid Loan
